idx,accuracy,speed,rank,crowding_distance,architecture
325,0.984,3.6623437703660646,0,0.4799917514072081,"{""normal_cell"": {""blocks"": [[1, 3, 1, 3], [1, 3, 0, 3], [3, 3, 3, 5], [2, 0, 3, 4], [2, 0, 5, 3]], ""extra_connections"": [1, 3, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 4, 0, 3], [0, 0, 2, 3], [3, 0, 3, 5], [3, 3, 3, 1], [3, 0, 1, 3]], ""extra_connections"": [0, 2, 3, 5, 6]}}"
326,0.915,6.678391584852613,0,0.36356984577992957,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [1, 3, 1, 3], [0, 3, 0, 2], [0, 0, 3, 3], [2, 3, 2, 1]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 0, 0, 4], [2, 0, 2, 1], [3, 3, 3, 1], [3, 3, 3, 1], [3, 0, 4, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
327,0.907,6.698091858643162,0,0.3353420975761078,"{""normal_cell"": {""blocks"": [[0, 3, 0, 2], [2, 3, 2, 3], [2, 3, 0, 1], [2, 0, 3, 4], [3, 3, 5, 3]], ""extra_connections"": [1, 2, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 1, 0, 3], [1, 0, 2, 2], [1, 0, 3, 3], [2, 3, 0, 1], [3, 0, 3, 3]], ""extra_connections"": [1, 2, 4, 5]}}"
328,0.874,8.0950200905649,0,0.2934546501349956,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [1, 3, 2, 0], [0, 3, 3, 2], [0, 0, 3, 3], [2, 0, 3, 1]], ""extra_connections"": [1, 3, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 0, 0, 4], [2, 0, 2, 0], [3, 0, 3, 1], [3, 3, 3, 1], [4, 1, 4, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
329,0.988,3.336742299419824,0,0.2711293494821703,"{""normal_cell"": {""blocks"": [[1, 3, 1, 3], [1, 3, 1, 3], [3, 3, 3, 5], [0, 0, 3, 5], [2, 0, 5, 3]], ""extra_connections"": [1, 3, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 4, 0, 3], [2, 0, 2, 3], [0, 0, 3, 5], [3, 3, 3, 1], [3, 0, 1, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
330,0.911,6.688227214916213,0,0.061689134492189636,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [1, 3, 1, 3], [0, 3, 0, 3], [0, 0, 3, 3], [2, 3, 2, 1]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 0, 0, 4], [2, 0, 2, 1], [3, 0, 3, 1], [3, 3, 2, 1], [3, 2, 4, 3]], ""extra_connections"": [2, 3, 4, 5, 6]}}"
331,1.0,2.6433680279175826,1,inf,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [0, 3, 1, 5], [1, 3, 0, 5], [0, 4, 3, 5], [2, 1, 5, 3]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 4, 0, 3], [2, 0, 2, 3], [1, 0, 3, 5], [3, 3, 1, 3], [3, 0, 1, 3]], ""extra_connections"": [1, 2, 3, 6]}}"
332,0.856,7.995257533041701,1,inf,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [0, 3, 1, 3], [0, 3, 0, 2], [0, 0, 3, 1], [2, 0, 5, 1]], ""extra_connections"": [1, 3, 6]}, ""reduction_cell"": {""blocks"": [[0, 0, 0, 4], [2, 2, 1, 0], [3, 0, 3, 1], [3, 3, 3, 1], [3, 0, 0, 3]], ""extra_connections"": [1, 3, 4, 5, 6]}}"
333,0.97,5.355313998286321,1,0.8176265881770075,"{""normal_cell"": {""blocks"": [[0, 3, 0, 3], [2, 3, 2, 3], [2, 3, 0, 4], [2, 0, 3, 4], [3, 3, 5, 3]], ""extra_connections"": [1, 2, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 1, 0, 3], [1, 0, 0, 0], [1, 0, 3, 3], [2, 3, 0, 3], [3, 2, 3, 3]], ""extra_connections"": [1, 3, 4, 5]}}"
334,0.919,5.551719163399225,1,0.6527431411529103,"{""normal_cell"": {""blocks"": [[1, 3, 1, 3], [1, 3, 1, 3], [0, 3, 0, 4], [0, 4, 0, 3], [2, 0, 5, 3]], ""extra_connections"": [1, 5]}, ""reduction_cell"": {""blocks"": [[0, 0, 1, 4], [2, 0, 2, 0], [3, 0, 3, 1], [3, 3, 3, 1], [4, 0, 4, 2]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
335,0.98,3.4429918668337787,1,0.47393370131849555,"{""normal_cell"": {""blocks"": [[1, 3, 1, 3], [1, 3, 1, 3], [3, 4, 3, 4], [0, 0, 3, 5], [2, 0, 5, 3]], ""extra_connections"": [3, 5, 6]}, ""reduction_cell"": {""blocks"": [[1, 0, 0, 4], [2, 0, 2, 3], [3, 3, 3, 5], [3, 3, 3, 2], [3, 0, 1, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
336,0.909,6.581603305154813,1,0.44662973642552883,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [1, 3, 1, 3], [0, 3, 0, 3], [0, 3, 3, 3], [2, 3, 0, 1]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 0, 0, 4], [2, 0, 2, 1], [3, 0, 3, 1], [3, 1, 3, 1], [3, 2, 4, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
337,0.877,7.59415764441502,1,0.25092547831616874,"{""normal_cell"": {""blocks"": [[1, 3, 0, 0], [1, 3, 1, 3], [0, 3, 0, 3], [0, 0, 3, 3], [2, 0, 2, 1]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 0, 0, 4], [2, 0, 2, 1], [3, 0, 3, 1], [3, 3, 2, 1], [3, 2, 4, 3]], ""extra_connections"": [2, 3, 5, 6]}}"
338,0.987,3.250756099049901,1,0.2411264558351373,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [2, 3, 2, 3], [2, 3, 0, 5], [2, 5, 3, 4], [3, 5, 5, 3]], ""extra_connections"": [1, 2, 6]}, ""reduction_cell"": {""blocks"": [[0, 1, 0, 3], [1, 0, 0, 0], [1, 0, 3, 3], [3, 3, 1, 3], [3, 0, 3, 3]], ""extra_connections"": [1, 2, 4, 5]}}"
339,0.885,6.678391584852613,1,0.23146077327805142,"{""normal_cell"": {""blocks"": [[1, 3, 1, 3], [1, 3, 1, 3], [0, 3, 0, 2], [0, 4, 2, 0], [2, 0, 3, 1]], ""extra_connections"": [3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 2, 0, 4], [2, 0, 2, 0], [3, 0, 1, 1], [2, 3, 3, 1], [3, 0, 1, 3]], ""extra_connections"": [0, 1, 2, 3, 4, 5, 6]}}"
340,0.884,6.891208304981036,1,0.19651967666869752,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [1, 3, 1, 2], [3, 3, 0, 2], [0, 0, 3, 3], [2, 3, 2, 1]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 2, 0, 4], [2, 0, 2, 1], [2, 3, 3, 1], [3, 3, 2, 1], [3, 0, 4, 3]], ""extra_connections"": [2, 3, 4, 5, 6]}}"
341,0.881,7.5814795826016415,1,0.17995712241439976,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [1, 3, 1, 3], [0, 3, 0, 2], [0, 0, 3, 3], [2, 0, 3, 1]], ""extra_connections"": [3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 2, 0, 4], [2, 0, 2, 0], [3, 0, 3, 1], [3, 3, 3, 1], [3, 0, 4, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
342,0.984,3.3391957868511923,1,0.08453034442110813,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [1, 3, 1, 3], [3, 3, 0, 5], [0, 0, 3, 5], [2, 0, 5, 3]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 4, 0, 3], [2, 0, 2, 3], [3, 0, 3, 5], [3, 3, 3, 1], [3, 0, 1, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
343,1.0,2.0937327205547156,2,inf,"{""normal_cell"": {""blocks"": [[1, 3, 1, 3], [0, 4, 2, 5], [1, 5, 0, 3], [1, 4, 2, 0], [2, 5, 0, 4]], ""extra_connections"": [0, 2, 3, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[1, 1, 0, 4], [2, 4, 1, 0], [3, 1, 2, 5], [2, 3, 2, 3], [3, 5, 1, 3]], ""extra_connections"": [0, 1, 4]}}"
344,0.8079999999999999,7.59415764441502,2,inf,"{""normal_cell"": {""blocks"": [[1, 3, 1, 3], [1, 0, 2, 3], [1, 0, 3, 0], [2, 1, 4, 3], [2, 4, 0, 1]], ""extra_connections"": [2, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[1, 1, 1, 1], [0, 1, 2, 0], [2, 2, 2, 1], [3, 4, 0, 1], [0, 1, 1, 0]], ""extra_connections"": [2, 3, 5, 6]}}"
345,0.908,5.54494050628168,2,0.524063156633791,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [0, 3, 1, 3], [3, 3, 2, 3], [0, 0, 3, 5], [2, 0, 2, 1]], ""extra_connections"": [2, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 0, 0, 4], [2, 0, 2, 0], [1, 0, 2, 1], [2, 3, 3, 1], [3, 0, 1, 3]], ""extra_connections"": [2, 3, 4, 5, 6]}}"
346,0.9610000000000001,5.172330612217611,2,0.4065695721641811,"{""normal_cell"": {""blocks"": [[0, 3, 0, 3], [2, 3, 2, 0], [1, 4, 3, 4], [2, 0, 3, 4], [3, 3, 3, 3]], ""extra_connections"": [1, 2, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 1, 0, 3], [1, 0, 0, 0], [3, 0, 3, 3], [2, 3, 0, 3], [0, 0, 4, 3]], ""extra_connections"": [1, 4, 5, 6]}}"
347,0.843,7.324687540732129,2,0.5449102321937233,"{""normal_cell"": {""blocks"": [[1, 0, 0, 3], [1, 0, 2, 3], [1, 0, 3, 0], [2, 1, 3, 3], [2, 4, 0, 3]], ""extra_connections"": [1, 2, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 1, 1, 1], [0, 1, 0, 0], [2, 2, 2, 1], [3, 4, 0, 3], [0, 1, 1, 0]], ""extra_connections"": [0, 2, 3, 5, 6]}}"
348,0.9690000000000001,4.054737743110671,2,0.700040943568757,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [1, 3, 1, 3], [3, 3, 0, 5], [0, 0, 3, 3], [2, 0, 5, 0]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 4, 0, 3], [2, 0, 2, 3], [3, 0, 3, 5], [3, 3, 3, 1], [3, 0, 1, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
349,0.881,6.688227214916213,2,0.4818275680935793,"{""normal_cell"": {""blocks"": [[1, 3, 0, 2], [1, 3, 1, 3], [0, 3, 0, 2], [0, 0, 3, 3], [5, 0, 3, 4]], ""extra_connections"": [3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 2, 0, 4], [2, 0, 2, 0], [3, 0, 3, 1], [3, 3, 3, 1], [3, 0, 4, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
350,0.9,6.307369825458236,2,0.3484792520733385,"{""normal_cell"": {""blocks"": [[1, 0, 0, 3], [1, 1, 1, 3], [0, 3, 0, 4], [0, 0, 3, 3], [2, 3, 2, 1]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 0, 0, 4], [2, 0, 2, 1], [0, 3, 3, 1], [3, 3, 3, 2], [3, 0, 4, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
351,0.9650000000000001,4.9415737475376265,2,0.244849672448444,"{""normal_cell"": {""blocks"": [[0, 3, 0, 3], [2, 5, 2, 3], [2, 3, 1, 0], [2, 0, 3, 4], [3, 3, 5, 3]], ""extra_connections"": [1, 2, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 1, 0, 3], [1, 0, 0, 0], [1, 0, 3, 3], [2, 3, 0, 3], [3, 0, 3, 3]], ""extra_connections"": [1, 2, 4, 5, 6]}}"
352,1.0,2.8400914753702935,0,inf,"{""normal_cell"": {""blocks"": [[0, 3, 0, 3], [0, 3, 1, 5], [1, 3, 0, 4], [0, 4, 3, 5], [2, 1, 5, 3]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[1, 4, 0, 3], [2, 0, 2, 3], [1, 0, 3, 5], [2, 3, 1, 3], [3, 0, 1, 3]], ""extra_connections"": [1, 2, 3, 5, 6]}}"
353,0.883,8.939579283284875,0,inf,"{""normal_cell"": {""blocks"": [[1, 3, 1, 3], [1, 3, 1, 3], [0, 3, 0, 2], [0, 0, 0, 3], [2, 0, 5, 1]], ""extra_connections"": [1, 5]}, ""reduction_cell"": {""blocks"": [[0, 0, 1, 3], [0, 0, 2, 0], [0, 0, 3, 1], [3, 0, 3, 1], [4, 3, 4, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
354,0.976,5.419219905028822,0,0.5335606643968172,"{""normal_cell"": {""blocks"": [[0, 3, 0, 3], [2, 3, 2, 3], [2, 3, 0, 4], [2, 0, 3, 4], [3, 3, 5, 3]], ""extra_connections"": [1, 2, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 1, 0, 3], [1, 0, 0, 0], [1, 0, 3, 3], [2, 3, 0, 3], [3, 0, 3, 3]], ""extra_connections"": [1, 2, 4, 5]}}"
355,0.984,3.6623437703660646,0,0.3792617163972749,"{""normal_cell"": {""blocks"": [[1, 3, 1, 3], [1, 3, 0, 3], [3, 3, 3, 5], [2, 0, 3, 4], [2, 0, 5, 3]], ""extra_connections"": [1, 3, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 4, 0, 3], [0, 0, 2, 3], [3, 0, 3, 5], [3, 3, 3, 1], [3, 0, 1, 3]], ""extra_connections"": [0, 2, 3, 5, 6]}}"
356,0.891,7.697129292513897,0,0.3755619811336518,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [1, 3, 1, 3], [0, 3, 0, 2], [0, 0, 3, 3], [2, 0, 5, 1]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 0, 0, 4], [2, 0, 2, 0], [3, 0, 3, 1], [3, 3, 3, 1], [3, 0, 4, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
357,0.9359999999999999,6.396206016205498,0,0.3693647411536174,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [1, 3, 1, 3], [0, 3, 0, 3], [0, 3, 3, 3], [2, 3, 0, 1]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 0, 0, 4], [2, 0, 2, 1], [3, 0, 3, 1], [0, 1, 3, 3], [3, 0, 4, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
358,0.9590000000000001,5.61348117697175,0,0.35844170090326266,"{""normal_cell"": {""blocks"": [[0, 3, 0, 3], [2, 3, 2, 0], [2, 3, 0, 4], [2, 0, 3, 4], [3, 3, 5, 3]], ""extra_connections"": [0, 1, 2, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 1, 0, 3], [1, 0, 0, 0], [1, 0, 3, 3], [2, 3, 0, 3], [3, 2, 3, 3]], ""extra_connections"": [1, 3, 4, 5]}}"
359,0.9390000000000001,5.676632835751488,0,0.3249075190337319,"{""normal_cell"": {""blocks"": [[0, 3, 0, 3], [1, 0, 2, 3], [3, 4, 3, 4], [4, 0, 1, 4], [2, 1, 5, 3]], ""extra_connections"": [1, 2, 4, 5]}, ""reduction_cell"": {""blocks"": [[1, 0, 1, 3], [2, 0, 2, 0], [0, 0, 2, 3], [2, 3, 0, 0], [0, 0, 3, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
360,0.915,6.678391584852613,0,0.26155156131407437,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [1, 3, 1, 3], [0, 3, 0, 2], [0, 0, 3, 3], [2, 3, 2, 1]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 0, 0, 4], [2, 0, 2, 1], [3, 3, 3, 1], [3, 3, 3, 1], [3, 0, 4, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
361,0.9,7.09579106482946,0,0.1970540353044148,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [1, 3, 1, 3], [0, 3, 0, 2], [0, 0, 3, 3], [2, 0, 2, 1]], ""extra_connections"": [1, 3, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 0, 0, 4], [2, 0, 2, 1], [3, 3, 2, 1], [3, 3, 3, 1], [3, 0, 4, 3]], ""extra_connections"": [1, 2, 3, 4, 5]}}"
362,0.892,7.118034928083503,0,0.17551139230656732,"{""normal_cell"": {""blocks"": [[1, 3, 0, 0], [2, 3, 2, 3], [2, 3, 0, 4], [0, 0, 3, 3], [3, 3, 2, 1]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 0, 0, 2], [2, 0, 2, 1], [3, 0, 3, 1], [3, 3, 2, 3], [3, 2, 4, 3]], ""extra_connections"": [2, 3, 5, 6]}}"
363,0.907,6.698091858643162,0,0.1608364504529574,"{""normal_cell"": {""blocks"": [[0, 3, 0, 2], [2, 3, 2, 3], [2, 3, 0, 1], [2, 0, 3, 4], [3, 3, 5, 3]], ""extra_connections"": [1, 2, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 1, 0, 3], [1, 0, 2, 2], [1, 0, 3, 3], [2, 3, 0, 1], [3, 0, 3, 3]], ""extra_connections"": [1, 2, 4, 5]}}"
364,0.988,3.336742299419824,0,0.09851902189607373,"{""normal_cell"": {""blocks"": [[1, 3, 1, 3], [1, 3, 1, 3], [3, 2, 3, 5], [0, 0, 3, 5], [2, 3, 2, 3]], ""extra_connections"": [1, 3, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 4, 0, 3], [2, 0, 2, 3], [0, 0, 3, 5], [3, 3, 3, 0], [3, 0, 1, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
365,0.988,3.336742299419824,0,0.15019091056006578,"{""normal_cell"": {""blocks"": [[1, 3, 1, 3], [1, 3, 1, 3], [3, 3, 3, 5], [0, 0, 3, 5], [2, 0, 5, 3]], ""extra_connections"": [1, 3, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 4, 0, 3], [2, 0, 2, 3], [0, 0, 3, 5], [3, 3, 3, 1], [3, 0, 1, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
366,0.986,3.62724143412109,0,0.08756980675650236,"{""normal_cell"": {""blocks"": [[0, 3, 1, 3], [1, 3, 0, 3], [3, 3, 3, 5], [2, 0, 3, 4], [2, 0, 5, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 4, 1, 3], [0, 2, 2, 3], [1, 0, 3, 5], [3, 3, 3, 1], [3, 0, 1, 3]], ""extra_connections"": [0, 2, 3, 4, 5, 6]}}"
367,0.911,6.688227214916213,0,0.07160589265163893,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [1, 3, 1, 3], [0, 3, 0, 3], [0, 0, 3, 3], [2, 3, 2, 1]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 0, 0, 4], [2, 0, 2, 1], [3, 0, 3, 1], [3, 3, 2, 1], [3, 2, 4, 3]], ""extra_connections"": [2, 3, 4, 5, 6]}}"
368,1.0,2.6433680279175826,1,inf,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [0, 3, 1, 5], [1, 3, 0, 5], [0, 4, 3, 5], [2, 1, 5, 3]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 4, 0, 3], [2, 0, 2, 3], [1, 0, 3, 5], [3, 3, 1, 3], [3, 0, 1, 3]], ""extra_connections"": [1, 2, 3, 6]}}"
369,0.862,8.138541711924589,1,inf,"{""normal_cell"": {""blocks"": [[1, 3, 1, 3], [1, 3, 1, 3], [0, 3, 0, 2], [0, 0, 0, 3], [2, 0, 5, 1]], ""extra_connections"": [1, 5]}, ""reduction_cell"": {""blocks"": [[0, 0, 1, 4], [2, 0, 2, 0], [0, 0, 3, 1], [3, 3, 3, 1], [4, 0, 4, 2]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
370,0.909,6.581603305154813,1,0.5428773618485907,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [1, 3, 1, 3], [0, 3, 0, 3], [0, 3, 3, 3], [2, 3, 0, 1]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 0, 0, 4], [2, 0, 2, 1], [3, 0, 3, 1], [3, 1, 3, 1], [3, 2, 4, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
371,0.933,5.6065509520337,1,0.47727119449698685,"{""normal_cell"": {""blocks"": [[0, 3, 0, 3], [1, 0, 2, 3], [3, 4, 3, 4], [1, 1, 1, 4], [2, 1, 3, 3]], ""extra_connections"": [1, 2, 4, 5]}, ""reduction_cell"": {""blocks"": [[1, 0, 0, 3], [2, 0, 2, 0], [1, 0, 2, 3], [2, 3, 0, 0], [0, 0, 3, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
372,0.974,4.500799079745017,1,0.42046407555264953,"{""normal_cell"": {""blocks"": [[0, 3, 0, 3], [1, 3, 2, 3], [2, 3, 0, 4], [2, 0, 3, 4], [3, 3, 5, 4]], ""extra_connections"": [1, 2, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 1, 0, 4], [1, 2, 0, 0], [1, 0, 3, 3], [3, 3, 0, 3], [3, 0, 3, 3]], ""extra_connections"": [1, 2, 4, 5, 6]}}"
373,0.97,5.355313998286321,1,0.37240361821443974,"{""normal_cell"": {""blocks"": [[0, 3, 0, 3], [2, 3, 2, 3], [2, 3, 0, 4], [2, 0, 3, 4], [3, 3, 5, 3]], ""extra_connections"": [1, 2, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 1, 0, 3], [1, 0, 0, 0], [1, 0, 3, 3], [2, 3, 0, 3], [3, 2, 3, 3]], ""extra_connections"": [1, 3, 4, 5]}}"
374,0.9490000000000001,5.551719163399225,1,0.3138355076322655,"{""normal_cell"": {""blocks"": [[0, 3, 0, 3], [2, 3, 2, 3], [0, 3, 0, 3], [2, 0, 3, 4], [2, 4, 0, 3]], ""extra_connections"": [1, 2, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 1, 0, 3], [1, 0, 0, 0], [1, 0, 3, 3], [2, 3, 0, 1], [3, 2, 3, 3]], ""extra_connections"": [1, 3, 4, 5]}}"
375,0.98,3.4429918668337787,1,0.28384986065647827,"{""normal_cell"": {""blocks"": [[1, 3, 1, 3], [1, 3, 1, 3], [3, 4, 3, 4], [0, 0, 3, 5], [2, 0, 5, 3]], ""extra_connections"": [3, 5, 6]}, ""reduction_cell"": {""blocks"": [[1, 0, 0, 4], [2, 0, 2, 3], [3, 3, 3, 5], [3, 3, 3, 2], [3, 0, 1, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
376,0.987,3.250756099049901,1,0.2425672821524321,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [2, 3, 2, 3], [2, 3, 0, 5], [2, 5, 3, 4], [3, 5, 5, 3]], ""extra_connections"": [1, 2, 6]}, ""reduction_cell"": {""blocks"": [[0, 1, 0, 3], [1, 0, 0, 0], [1, 0, 3, 3], [3, 3, 1, 3], [3, 0, 3, 3]], ""extra_connections"": [1, 2, 4, 5]}}"
377,0.885,6.678391584852613,1,0.23750067857024193,"{""normal_cell"": {""blocks"": [[1, 3, 1, 3], [1, 3, 1, 3], [0, 3, 0, 2], [0, 4, 2, 0], [2, 0, 3, 1]], ""extra_connections"": [3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 2, 0, 4], [2, 0, 2, 0], [3, 0, 1, 1], [2, 3, 3, 1], [3, 0, 1, 3]], ""extra_connections"": [0, 1, 2, 3, 4, 5, 6]}}"
378,0.874,8.0950200905649,1,0.2077615050138203,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [1, 3, 2, 0], [0, 3, 3, 2], [0, 0, 3, 3], [2, 0, 3, 1]], ""extra_connections"": [1, 3, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 0, 0, 4], [2, 0, 2, 0], [3, 0, 3, 1], [3, 3, 3, 1], [4, 1, 4, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
379,0.884,6.891208304981036,1,0.1517383220999117,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [1, 3, 1, 2], [3, 3, 0, 2], [0, 0, 3, 3], [2, 3, 2, 1]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 2, 0, 4], [2, 0, 2, 1], [2, 3, 3, 1], [3, 3, 2, 1], [3, 0, 4, 3]], ""extra_connections"": [2, 3, 4, 5, 6]}}"
380,0.883,7.432579820992484,1,0.14735322696999337,"{""normal_cell"": {""blocks"": [[0, 3, 0, 3], [1, 3, 2, 0], [0, 3, 3, 2], [0, 0, 3, 3], [2, 0, 3, 1]], ""extra_connections"": [1, 3, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 2, 0, 4], [2, 0, 2, 3], [3, 0, 3, 1], [3, 3, 3, 1], [4, 2, 1, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
381,0.877,7.59415764441502,1,0.14417764526449597,"{""normal_cell"": {""blocks"": [[1, 3, 0, 0], [1, 3, 1, 3], [0, 3, 0, 3], [0, 0, 3, 3], [2, 0, 2, 1]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 0, 0, 4], [2, 0, 2, 1], [3, 0, 3, 1], [3, 3, 2, 1], [3, 2, 4, 3]], ""extra_connections"": [2, 3, 5, 6]}}"
382,0.984,3.3391957868511923,1,0.08570729315997624,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [1, 3, 1, 3], [3, 3, 0, 5], [0, 0, 3, 5], [2, 0, 5, 3]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 4, 0, 3], [2, 0, 2, 3], [3, 0, 3, 5], [3, 3, 3, 1], [3, 0, 1, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
383,0.881,7.5814795826016415,1,0.07288184894773414,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [1, 3, 1, 3], [0, 3, 0, 2], [0, 0, 3, 3], [2, 0, 3, 1]], ""extra_connections"": [3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 2, 0, 4], [2, 0, 2, 0], [3, 0, 3, 1], [3, 3, 3, 1], [3, 0, 4, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
